BarNoteClick,Message,Channel,Pitch,Velocity
27:2:34,On,ch=1,n=89,v=0
27:2:34,On,ch=1,n=84,v=0
27:2:48,On,ch=1,n=82,v=72
27:2:48,On,ch=1,n=85,v=68
27:2:48,On,ch=1,n=90,v=67
27:2:67,On,ch=1,n=90,v=0
27:2:67,On,ch=1,n=82,v=0
27:2:67,On,ch=1,n=85,v=0
27:2:71,Par,ch=1,c=64,v=127
27:2:78,On,ch=1,n=86,v=67
27:2:80,On,ch=1,n=91,v=65
27:2:100,On,ch=1,n=91,v=0
27:2:100,On,ch=1,n=86,v=0
27:2:115,On,ch=1,n=82,v=82
27:2:115,On,ch=1,n=85,v=84
27:2:115,On,ch=1,n=90,v=80
27:2:133,On,ch=1,n=90,v=0
27:2:133,On,ch=1,n=82,v=0
27:2:133,On,ch=1,n=85,v=0
27:2:147,On,ch=1,n=86,v=79
27:2:147,On,ch=1,n=91,v=83
27:2:168,On,ch=1,n=86,v=0
27:2:169,On,ch=1,n=91,v=0
27:2:181,On,ch=1,n=82,v=67
27:2:181,On,ch=1,n=85,v=67
27:2:181,On,ch=1,n=90,v=67
27:3:7,On,ch=1,n=90,v=0
27:3:7,On,ch=1,n=82,v=0
27:3:7,On,ch=1,n=85,v=0
27:3:22,On,ch=1,n=86,v=71
27:3:22,On,ch=1,n=91,v=68
27:3:40,On,ch=1,n=91,v=0
27:3:40,On,ch=1,n=86,v=0
27:3:54,On,ch=1,n=82,v=67
27:3:54,On,ch=1,n=85,v=68
27:3:54,On,ch=1,n=90,v=72
27:3:72,On,ch=1,n=85,v=0
27:3:72,On,ch=1,n=82,v=0
27:3:72,On,ch=1,n=92,v=0
27:3:87,On,ch=1,n=86,v=64
27:3:87,On,ch=1,n=91,v=64
27:3:105,On,ch=1,n=86,v=0
27:3:107,On,ch=1,n=91,v=0
27:3:119,On,ch=1,n=87,v=65
27:3:119,On,ch=1,n=92,v=60
27:3:120,On,ch=1,n=83,v=66
27:3:139,On,ch=1,n=83,v=0
27:3:139,On,ch=1,n=87,v=0
27:3:139,On,ch=1,n=92,v=0
27:3:148,On,ch=1,n=91,v=64
27:3:150,On,ch=1,n=86,v=60
27:3:158,Par,ch=1,c=64,v=0
27:3:168,On,ch=1,n=91,v=0
27:3:169,On,ch=1,n=86,v=0
27:3:181,On,ch=1,n=83,v=62
27:3:181,On,ch=1,n=92,v=66
27:3:183,On,ch=1,n=87,v=44
28:0:7,On,ch=1,n=87,v=0
28:0:7,On,ch=1,n=83,v=0
28:0:9,On,ch=1,n=92,v=0
28:0:21,On,ch=1,n=86,v=58
28:0:21,On,ch=1,n=91,v=54
28:0:43,On,ch=1,n=91,v=0
28:0:43,On,ch=1,n=86,v=0
28:0:54,On,ch=1,n=83,v=60
28:0:54,On,ch=1,n=87,v=59
28:0:54,On,ch=1,n=92,v=57
28:0:74,On,ch=1,n=92,v=0
28:0:74,On,ch=1,n=83,v=0
28:0:74,On,ch=1,n=87,v=0
28:0:86,On,ch=1,n=86,v=54
28:0:86,On,ch=1,n=91,v=58
28:0:106,On,ch=1,n=91,v=0
28:0:106,On,ch=1,n=86,v=0
28:0:120,On,ch=1,n=83,v=60
28:0:120,On,ch=1,n=87,v=59
28:0:120,On,ch=1,n=92,v=58
28:0:143,On,ch=1,n=92,v=0
28:0:143,On,ch=1,n=90,v=0
28:0:150,On,ch=1,n=83,v=0
28:0:154,On,ch=1,n=86,v=52
28:0:156,On,ch=1,n=91,v=53
28:0:174,On,ch=1,n=91,v=0
28:0:174,On,ch=1,n=86,v=0
28:0:189,On,ch=1,n=82,v=69
28:0:189,On,ch=1,n=85,v=69
28:0:189,On,ch=1,n=90,v=71
28:1:2,Par,ch=1,c=64,v=127
28:1:19,On,ch=1,n=90,v=0
28:1:19,On,ch=1,n=82,v=0
28:1:19,On,ch=1,n=85,v=0
28:1:33,On,ch=1,n=86,v=67
28:1:33,On,ch=1,n=91,v=69
28:1:49,On,ch=1,n=86,v=0
28:1:51,On,ch=1,n=91,v=0
28:1:66,On,ch=1,n=82,v=78
28:1:66,On,ch=1,n=85,v=82
28:1:66,On,ch=1,n=90,v=84
28:1:86,On,ch=1,n=90,v=0
28:1:86,On,ch=1,n=82,v=0
28:1:86,On,ch=1,n=85,v=0
28:1:100,On,ch=1,n=86,v=80
28:1:100,On,ch=1,n=91,v=83
28:1:120,On,ch=1,n=91,v=0
28:1:120,On,ch=1,n=86,v=0
28:1:135,On,ch=1,n=82,v=73
28:1:135,On,ch=1,n=85,v=72
28:1:137,On,ch=1,n=90,v=73
28:1:155,On,ch=1,n=90,v=0
28:1:155,On,ch=1,n=82,v=0
28:1:155,On,ch=1,n=85,v=0
28:1:169,On,ch=1,n=86,v=72
28:1:171,On,ch=1,n=91,v=71
28:1:190,On,ch=1,n=91,v=0
28:1:190,On,ch=1,n=86,v=0
28:2:14,On,ch=1,n=82,v=73
28:2:14,On,ch=1,n=85,v=67
28:2:14,On,ch=1,n=90,v=69
28:2:25,On,ch=1,n=87,v=0
28:2:33,On,ch=1,n=85,v=0
28:2:33,On,ch=1,n=82,v=0
28:2:35,On,ch=1,n=90,v=0
28:2:47,On,ch=1,n=86,v=71
28:2:48,On,ch=1,n=91,v=66
28:2:67,On,ch=1,n=86,v=0
28:2:69,On,ch=1,n=91,v=0
28:2:85,On,ch=1,n=83,v=71
28:2:85,On,ch=1,n=87,v=66
28:2:85,On,ch=1,n=92,v=71
28:2:105,On,ch=1,n=92,v=0
28:2:105,On,ch=1,n=83,v=0
28:2:105,On,ch=1,n=87,v=0
28:2:120,On,ch=1,n=86,v=70
28:2:121,On,ch=1,n=91,v=67
28:2:140,On,ch=1,n=86,v=0
28:2:142,On,ch=1,n=91,v=0
28:2:147,Par,ch=1,c=64,v=0
28:2:155,On,ch=1,n=83,v=60
28:2:155,On,ch=1,n=87,v=62
28:2:155,On,ch=1,n=92,v=61
28:2:175,On,ch=1,n=92,v=0
28:2:175,On,ch=1,n=83,v=0
28:2:175,On,ch=1,n=87,v=0
28:3:0,On,ch=1,n=86,v=62
28:3:0,On,ch=1,n=91,v=62
28:3:20,On,ch=1,n=91,v=0
28:3:20,On,ch=1,n=86,v=0
28:3:36,On,ch=1,n=83,v=60
28:3:36,On,ch=1,n=87,v=53
28:3:36,On,ch=1,n=92,v=57
28:3:56,On,ch=1,n=92,v=0
28:3:56,On,ch=1,n=83,v=0
28:3:56,On,ch=1,n=87,v=0
28:3:71,On,ch=1,n=86,v=56
28:3:71,On,ch=1,n=91,v=56
28:3:91,On,ch=1,n=91,v=0
28:3:91,On,ch=1,n=86,v=0
28:3:107,On,ch=1,n=83,v=59
28:3:107,On,ch=1,n=87,v=55
28:3:107,On,ch=1,n=92,v=60
28:3:125,On,ch=1,n=92,v=0
28:3:125,On,ch=1,n=83,v=0
28:3:125,On,ch=1,n=87,v=0
28:3:142,On,ch=1,n=86,v=63
28:3:142,On,ch=1,n=91,v=60
28:3:160,On,ch=1,n=91,v=0
28:3:162,On,ch=1,n=86,v=0
28:3:176,On,ch=1,n=83,v=84
28:3:176,On,ch=1,n=87,v=77
28:3:176,On,ch=1,n=92,v=84
29:0:2,On,ch=1,n=92,v=0
29:0:2,On,ch=1,n=100,v=0
29:0:2,On,ch=1,n=95,v=0
29:0:2,On,ch=1,n=87,v=0
29:0:4,On,ch=1,n=83,v=0
29:0:128,Par,ch=1,c=67,v=127
29:1:47,On,ch=1,n=64,v=43
29:1:65,On,ch=1,n=68,v=54
29:1:65,On,ch=1,n=95,v=48
29:1:72,On,ch=1,n=88,v=52
29:1:74,On,ch=1,n=71,v=41
29:1:80,On,ch=1,n=76,v=48
29:1:96,Par,ch=1,c=64,v=127
29:1:106,On,ch=1,n=71,v=0
