BarNoteClick,Message,Channel,Pitch,Velocity
41:3:45,Par,ch=4,c=7,v=68
41:4:0,Par,ch=4,c=7,v=69
41:4:10,Par,ch=4,c=7,v=70
41:4:20,Par,ch=4,c=7,v=71
41:4:30,Par,ch=4,c=7,v=72
41:4:45,Par,ch=4,c=7,v=73
41:4:55,Par,ch=4,c=7,v=74
41:5:5,Par,ch=4,c=7,v=75
41:5:15,Par,ch=4,c=7,v=76
41:5:30,Par,ch=4,c=7,v=77
41:5:40,Par,ch=4,c=7,v=78
41:5:50,Par,ch=4,c=7,v=79
42:0:0,Par,ch=4,c=7,v=80
42:0:15,Par,ch=4,c=7,v=79
42:0:25,Par,ch=4,c=7,v=78
42:0:35,Par,ch=4,c=7,v=77
42:0:45,Par,ch=4,c=7,v=76
42:1:0,Par,ch=4,c=7,v=75
42:1:10,Par,ch=4,c=7,v=74
42:1:20,Par,ch=4,c=7,v=73
42:1:30,Par,ch=4,c=7,v=72
42:1:45,Par,ch=4,c=7,v=71
42:1:55,Par,ch=4,c=7,v=70
42:2:5,Par,ch=4,c=7,v=69
42:2:15,Par,ch=4,c=7,v=68
42:2:30,Par,ch=4,c=7,v=67
42:2:40,Par,ch=4,c=7,v=66
42:2:50,Par,ch=4,c=7,v=65
42:3:0,On,ch=4,n=69,v=0
42:3:0,Par,ch=4,c=7,v=64
45:0:0,On,ch=4,n=73,v=90
45:0:0,Par,ch=4,c=7,v=79
45:0:25,Par,ch=4,c=7,v=78
45:0:45,Par,ch=4,c=7,v=77
45:1:0,On,ch=4,n=73,v=0
45:1:0,On,ch=4,n=63,v=90
45:1:10,Par,ch=4,c=7,v=76
45:1:30,Par,ch=4,c=7,v=75
45:1:55,Par,ch=4,c=7,v=74
45:2:15,Par,ch=4,c=7,v=73
45:2:40,Par,ch=4,c=7,v=72
45:3:0,On,ch=4,n=63,v=0
45:3:0,On,ch=4,n=66,v=90
45:3:0,Par,ch=4,c=7,v=71
45:3:25,Par,ch=4,c=7,v=70
45:3:45,Par,ch=4,c=7,v=69
45:4:0,On,ch=4,n=66,v=0
45:4:0,On,ch=4,n=68,v=90
45:4:10,Par,ch=4,c=7,v=68
45:4:30,Par,ch=4,c=7,v=67
45:4:55,Par,ch=4,c=7,v=66
45:5:15,Par,ch=4,c=7,v=65
45:5:30,On,ch=4,n=68,v=0
45:5:30,On,ch=4,n=69,v=90
45:5:40,Par,ch=4,c=7,v=64
46:0:0,On,ch=4,n=69,v=0
46:0:0,On,ch=4,n=70,v=90
46:0:0,Par,ch=4,c=7,v=63
46:0:30,Par,ch=4,c=7,v=64
46:1:0,On,ch=4,n=70,v=0
46:1:0,On,ch=4,n=71,v=90
46:1:0,Par,ch=4,c=7,v=65
46:1:30,Par,ch=4,c=7,v=66
46:2:0,Par,ch=4,c=7,v=67
46:2:30,Par,ch=4,c=7,v=68
46:3:0,Par,ch=4,c=7,v=69
46:3:30,Par,ch=4,c=7,v=70
