BarNoteClick,Message,Channel,Pitch,Velocity
0:0:0,PrCh,ch=13,p=48
0:0:0,Par,ch=13,c=7,v=127
0:0:0,Par,ch=13,c=10,v=40
0:0:0,PrCh,ch=13,p=49
0:0:0,Par,ch=13,c=7,v=127
0:0:0,Par,ch=13,c=11,v=101
0:0:0,Par,ch=13,c=91,v=127
13:5:57,Par,ch=13,c=7,v=1
13:5:58,Par,ch=13,c=7,v=3
13:5:59,Par,ch=13,c=7,v=4
14:0:0,On,ch=13,n=65,v=120
14:0:0,Par,ch=13,c=7,v=7
14:0:1,Par,ch=13,c=7,v=8
14:0:3,Par,ch=13,c=7,v=11
14:0:4,Par,ch=13,c=7,v=15
14:0:5,Par,ch=13,c=7,v=16
14:0:7,Par,ch=13,c=7,v=19
14:0:8,Par,ch=13,c=7,v=24
14:0:12,Par,ch=13,c=7,v=28
14:0:16,Par,ch=13,c=7,v=30
14:0:18,Par,ch=13,c=7,v=31
14:0:20,Par,ch=13,c=7,v=32
14:0:23,Par,ch=13,c=7,v=34
14:0:24,Par,ch=13,c=7,v=36
14:0:26,Par,ch=13,c=7,v=37
14:0:27,Par,ch=13,c=7,v=38
14:0:28,Par,ch=13,c=7,v=40
14:0:34,Par,ch=13,c=7,v=41
14:0:35,Par,ch=13,c=7,v=43
14:0:36,Par,ch=13,c=7,v=46
14:0:37,Par,ch=13,c=7,v=48
14:0:40,Par,ch=13,c=7,v=51
14:0:41,Par,ch=13,c=7,v=52
14:0:44,Par,ch=13,c=7,v=53
14:0:52,Par,ch=13,c=7,v=55
14:1:0,On,ch=13,n=65,v=0
14:1:0,On,ch=13,n=66,v=120
14:1:0,Par,ch=13,c=7,v=56
14:1:9,Par,ch=13,c=7,v=57
14:1:18,Par,ch=13,c=7,v=58
14:1:26,Par,ch=13,c=7,v=59
14:1:35,Par,ch=13,c=7,v=60
14:1:43,Par,ch=13,c=7,v=61
14:1:52,Par,ch=13,c=7,v=62
14:2:0,Par,ch=13,c=7,v=63
14:2:9,Par,ch=13,c=7,v=64
14:2:18,Par,ch=13,c=7,v=65
14:2:26,Par,ch=13,c=7,v=66
14:2:35,Par,ch=13,c=7,v=67
14:2:43,Par,ch=13,c=7,v=68
14:2:52,Par,ch=13,c=7,v=69
14:3:0,Par,ch=13,c=7,v=70
14:3:9,Par,ch=13,c=7,v=71
14:3:18,Par,ch=13,c=7,v=72
14:3:26,Par,ch=13,c=7,v=73
14:3:35,Par,ch=13,c=7,v=74
14:3:43,Par,ch=13,c=7,v=75
14:3:52,Par,ch=13,c=7,v=76
14:4:0,On,ch=13,n=66,v=0
14:4:0,Par,ch=13,c=7,v=77
15:0:0,PrCh,ch=13,p=48
16:0:0,On,ch=13,n=65,v=120
16:0:0,Par,ch=13,c=7,v=89
16:1:0,On,ch=13,n=65,v=0
16:1:0,On,ch=13,n=66,v=120
16:1:0,Par,ch=13,c=7,v=99
16:4:0,On,ch=13,n=66,v=0
16:4:0,On,ch=13,n=67,v=120
16:5:30,On,ch=13,n=67,v=0
16:5:30,On,ch=13,n=68,v=120
17:0:0,On,ch=13,n=68,v=0
17:0:0,On,ch=13,n=71,v=120
17:0:0,Par,ch=13,c=7,v=116
17:1:0,Par,ch=13,c=7,v=116
17:1:5,Par,ch=13,c=7,v=115
17:1:10,Par,ch=13,c=7,v=114
17:1:14,Par,ch=13,c=7,v=113
17:1:19,Par,ch=13,c=7,v=112
17:1:24,Par,ch=13,c=7,v=111
17:1:28,Par,ch=13,c=7,v=110
17:1:33,Par,ch=13,c=7,v=109
17:1:37,Par,ch=13,c=7,v=108
17:1:42,Par,ch=13,c=7,v=107
17:1:47,Par,ch=13,c=7,v=106
17:1:51,Par,ch=13,c=7,v=105
17:1:56,Par,ch=13,c=7,v=104
17:2:0,Par,ch=13,c=7,v=103
17:2:5,Par,ch=13,c=7,v=102
17:2:10,Par,ch=13,c=7,v=101
17:2:14,Par,ch=13,c=7,v=100
17:2:19,Par,ch=13,c=7,v=99
17:2:24,Par,ch=13,c=7,v=98
17:2:28,Par,ch=13,c=7,v=97
17:2:33,Par,ch=13,c=7,v=96
17:2:37,Par,ch=13,c=7,v=95
17:2:42,Par,ch=13,c=7,v=94
17:2:47,Par,ch=13,c=7,v=93
17:2:51,Par,ch=13,c=7,v=92
17:2:56,Par,ch=13,c=7,v=91
17:3:0,On,ch=13,n=71,v=0
17:3:0,On,ch=13,n=69,v=120
17:3:0,Par,ch=13,c=7,v=90
17:3:5,Par,ch=13,c=7,v=89
17:3:10,Par,ch=13,c=7,v=88
17:3:14,Par,ch=13,c=7,v=87
17:3:19,Par,ch=13,c=7,v=86
17:3:24,Par,ch=13,c=7,v=85
17:3:28,Par,ch=13,c=7,v=84
17:3:33,Par,ch=13,c=7,v=83
17:3:37,Par,ch=13,c=7,v=82
17:3:42,Par,ch=13,c=7,v=81
17:3:47,Par,ch=13,c=7,v=80
