BarNoteClick,Tempo,Value
0:0:0,Tempo,1935484
1:0:0,Tempo,2105263
2:0:0,Tempo,1904762
4:0:40,Tempo,1869159
4:0:50,Tempo,1857585
4:1:0,Tempo,1846154
4:1:10,Tempo,1840491
4:1:40,Tempo,1834862
4:1:50,Tempo,1829268
4:2:30,Tempo,1834862
4:2:50,Tempo,1840491
4:3:0,Tempo,1846154
4:3:10,Tempo,1880878
4:3:40,Tempo,1892744
4:3:50,Tempo,1904762
4:5:50,Tempo,2112676
6:0:0,Tempo,2142857
8:1:50,Tempo,2459016
8:3:50,Tempo,2448980
8:5:40,Tempo,2439024
9:0:0,Tempo,2189781
10:4:0,Tempo,2255639
12:4:0,Tempo,2307692
12:4:16,Tempo,2352941
12:4:33,Tempo,2400000
12:4:50,Tempo,2448980
12:5:6,Tempo,2500000
12:5:23,Tempo,2553191
12:5:36,Tempo,2608696
12:5:53,Tempo,2666667
13:0:10,Tempo,2727273
13:0:26,Tempo,2790698
13:0:43,Tempo,2857143
13:1:0,Tempo,2926829
13:1:13,Tempo,3000000
13:1:30,Tempo,3000000
13:1:36,Tempo,2400000
13:1:56,Tempo,1764706
13:2:0,Tempo,1714286
13:2:3,Tempo,1666667
13:2:6,Tempo,1558442
13:2:10,Tempo,1518987
13:2:13,Tempo,1500000
13:2:20,Tempo,1463415
13:2:40,Tempo,1500000
13:2:43,Tempo,1643836
13:2:46,Tempo,1666667
13:2:53,Tempo,1764706
13:3:3,Tempo,3000000
13:3:36,Tempo,4137931
13:4:40,Tempo,4000000
13:4:56,Tempo,3870968
13:5:55,Tempo,3428571
14:0:0,Tempo,3333333
14:0:20,Tempo,2448980
14:0:25,Tempo,2400000
14:0:35,Tempo,2352941
14:0:40,Tempo,2105263
14:0:45,Tempo,2000000
14:0:55,Tempo,1967213
14:1:0,Tempo,1791045
14:1:5,Tempo,1764706
14:1:20,Tempo,1690141
14:1:25,Tempo,2500000
14:1:30,Tempo,2608696
14:1:35,Tempo,2666667
14:1:40,Tempo,2790698
14:1:45,Tempo,3000000
14:1:50,Tempo,3157895
14:1:55,Tempo,3243243
14:2:0,Tempo,3428571
14:2:5,Tempo,3750000
14:2:16,Tempo,2448980
14:3:0,Tempo,2500000
15:1:33,Tempo,2000000
16:3:56,Tempo,1967213
16:5:0,Tempo,2400000
16:5:3,Tempo,2448980
16:5:6,Tempo,2500000
16:5:13,Tempo,2553191
16:5:16,Tempo,2608696
16:5:20,Tempo,4285714
16:5:40,Tempo,4444444
16:5:56,Tempo,2105263
17:0:0,Tempo,1941748
20:4:20,Tempo,2033898
20:5:10,Tempo,2142857
20:5:15,Tempo,2181818
20:5:30,Tempo,2264151
20:5:40,Tempo,2352941
20:5:50,Tempo,2400000
20:5:55,Tempo,2448980
21:0:0,Tempo,2500000
21:0:10,Tempo,2553191
21:0:50,Tempo,2608696
21:1:6,Tempo,2857143
21:1:50,Tempo,2608696
21:2:0,Tempo,2500000
21:2:30,Tempo,2068966
21:2:35,Tempo,2000000
21:2:40,Tempo,1967213
21:2:55,Tempo,1935484
21:3:0,Tempo,1904762
21:3:10,Tempo,1846154
21:3:25,Tempo,1818182
21:3:30,Tempo,1791045
22:1:50,Tempo,1875000
22:2:0,Tempo,1851852
22:2:10,Tempo,1980198
22:2:20,Tempo,1986755
22:2:40,Tempo,2000000
22:3:10,Tempo,2020202
22:3:20,Tempo,2033898
22:3:40,Tempo,2040816
22:4:0,Tempo,2020202
22:4:10,Tempo,2000000
22:4:30,Tempo,1980198
22:4:40,Tempo,1973684
22:4:50,Tempo,1857585
22:5:0,Tempo,1840491
22:5:40,Tempo,1834862
23:5:30,Tempo,1880878
23:5:50,Tempo,1875000
24:0:0,Tempo,1869159
24:0:20,Tempo,1857585
24:1:3,Tempo,2000000
24:1:6,Tempo,2033898
24:1:23,Tempo,2068966
24:1:26,Tempo,2105263
24:1:30,Tempo,2181818
24:3:0,Tempo,2181818
24:3:13,Tempo,2142857
24:3:30,Tempo,2181818
24:3:50,Tempo,2105263
24:3:56,Tempo,2068966
24:4:3,Tempo,2105263
