BarNoteClick,Tempo,Value
14:0:320,Tempo,912270
14:1:0,Tempo,891663
14:1:160,Tempo,919540
14:1:320,Tempo,956480
14:2:0,Tempo,926641
14:2:160,Tempo,891663
14:2:320,Tempo,919540
14:3:0,Tempo,891663
14:3:160,Tempo,919540
14:3:320,Tempo,956480
15:0:160,Tempo,919540
15:0:320,Tempo,941324
15:1:320,Tempo,905387
15:2:0,Tempo,948917
15:2:80,Tempo,956480
15:2:120,Tempo,964320
15:2:160,Tempo,972132
15:2:200,Tempo,980232
15:2:240,Tempo,988305
15:2:280,Tempo,996678
15:2:320,Tempo,1005025
15:2:360,Tempo,1013685
15:2:400,Tempo,1022495
15:2:440,Tempo,1031282
15:3:0,Tempo,1040402
15:3:320,Tempo,1224490
16:0:0,Tempo,926641
16:0:160,Tempo,891663
16:0:320,Tempo,912270
16:1:0,Tempo,891663
16:1:160,Tempo,919540
16:1:320,Tempo,956480
16:2:0,Tempo,926641
16:2:160,Tempo,875912
16:2:320,Tempo,919540
16:3:0,Tempo,891663
16:3:160,Tempo,919540
16:3:320,Tempo,956480
17:0:0,Tempo,926641
17:0:160,Tempo,891663
17:0:320,Tempo,912270
17:1:0,Tempo,891663
17:1:160,Tempo,919540
17:1:320,Tempo,956480
17:2:0,Tempo,926641
17:2:160,Tempo,891663
17:2:320,Tempo,919540
17:3:0,Tempo,916031
17:3:160,Tempo,952381
17:3:320,Tempo,956480
18:0:0,Tempo,926641
18:0:160,Tempo,891663
18:0:320,Tempo,912270
18:1:0,Tempo,891663
18:1:160,Tempo,919540
18:1:320,Tempo,956480
18:2:0,Tempo,926641
18:2:160,Tempo,891663
18:2:320,Tempo,919540
18:3:0,Tempo,923077
18:3:160,Tempo,952381
18:3:320,Tempo,991736
19:0:0,Tempo,952381
19:0:160,Tempo,919540
19:0:320,Tempo,941324
19:1:320,Tempo,905387
19:2:0,Tempo,956480
19:2:80,Tempo,964320
19:2:120,Tempo,972132
19:2:160,Tempo,980232
19:2:200,Tempo,988305
19:2:240,Tempo,996678
19:2:280,Tempo,1005025
19:2:320,Tempo,1013685
19:2:360,Tempo,1022495
19:2:400,Tempo,1031282
19:2:440,Tempo,1040402
19:3:0,Tempo,1049501
19:3:320,Tempo,1140468
20:0:0,Tempo,926641
20:0:160,Tempo,891663
20:0:320,Tempo,912270
20:1:0,Tempo,891663
20:1:160,Tempo,919540
20:1:320,Tempo,956480
20:2:0,Tempo,926641
20:2:160,Tempo,891663
20:2:320,Tempo,878477
20:3:0,Tempo,891663
20:3:160,Tempo,919540
20:3:320,Tempo,1043478
21:0:0,Tempo,964320
21:0:160,Tempo,891663
21:0:320,Tempo,912270
21:1:0,Tempo,891663
21:1:160,Tempo,919540
21:1:320,Tempo,933998
21:2:0,Tempo,926641
21:2:160,Tempo,891663
21:2:320,Tempo,878477
21:3:0,Tempo,891663
21:3:160,Tempo,919540
21:3:320,Tempo,956480
22:0:0,Tempo,933998
22:0:160,Tempo,898473
22:0:320,Tempo,926641
22:1:160,Tempo,912270
22:1:320,Tempo,948917
22:2:0,Tempo,980232
22:2:160,Tempo,937500
22:2:200,Tempo,944882
22:2:220,Tempo,952381
22:2:260,Tempo,960000
22:2:280,Tempo,967742
22:2:300,Tempo,975610
22:2:340,Tempo,983607
22:2:360,Tempo,991736
22:2:380,Tempo,1000000
22:2:420,Tempo,1008403
22:2:440,Tempo,1016949
22:2:460,Tempo,1025641
22:3:0,Tempo,1081081
22:3:160,Tempo,933998
22:3:320,Tempo,964320
22:3:440,Tempo,980232
23:0:0,Tempo,941324
23:0:160,Tempo,919540
23:0:320,Tempo,941324
23:1:0,Tempo,905387
23:1:160,Tempo,919540
23:1:340,Tempo,948917
23:2:0,Tempo,919540
23:2:320,Tempo,898473
23:3:160,Tempo,919540
24:0:0,Tempo,941324
24:0:160,Tempo,919540
24:0:320,Tempo,996678
24:1:0,Tempo,905387
24:1:160,Tempo,919540
24:1:340,Tempo,948917
24:2:0,Tempo,919540
24:2:320,Tempo,898473
24:3:160,Tempo,919540
25:0:0,Tempo,941324
25:0:160,Tempo,919540
25:0:320,Tempo,941324
25:1:0,Tempo,905387
25:1:160,Tempo,919540
25:1:340,Tempo,948917
25:2:0,Tempo,919540
25:2:320,Tempo,898473
25:3:160,Tempo,919540
26:0:0,Tempo,941324
26:0:160,Tempo,919540
26:0:320,Tempo,996678
26:1:0,Tempo,905387
26:1:160,Tempo,919540
26:1:340,Tempo,948917
26:2:0,Tempo,919540
26:2:320,Tempo,898473
26:3:160,Tempo,919540
27:0:0,Tempo,898473
27:0:320,Tempo,933998
27:1:0,Tempo,898473
27:1:160,Tempo,926641
27:2:0,Tempo,905387
27:2:320,Tempo,933998
28:0:0,Tempo,898473
28:0:320,Tempo,933998
28:1:0,Tempo,898473
28:1:160,Tempo,944882
28:1:320,Tempo,956480
28:2:0,Tempo,912270
28:2:320,Tempo,972132
28:3:0,Tempo,885086
28:3:160,Tempo,941324
28:3:320,Tempo,1022495
29:0:0,Tempo,898473
29:0:320,Tempo,933998
29:1:0,Tempo,898473
29:1:160,Tempo,926641
29:2:0,Tempo,905387
29:2:320,Tempo,933998
29:3:160,Tempo,905387
29:3:320,Tempo,919540
30:0:0,Tempo,898473
30:0:320,Tempo,933998
30:1:0,Tempo,898473
30:1:160,Tempo,926641
30:2:0,Tempo,905387
30:2:320,Tempo,933998
30:3:160,Tempo,905387
30:3:320,Tempo,919540
31:0:0,Tempo,905387
31:0:320,Tempo,933998
31:1:160,Tempo,905387
31:1:320,Tempo,919540
31:2:0,Tempo,905387
31:2:320,Tempo,933998
31:3:0,Tempo,912270
31:3:160,Tempo,905387
31:3:320,Tempo,919540
32:0:0,Tempo,905387
32:0:160,Tempo,905387
32:0:320,Tempo,919540
32:2:0,Tempo,948917
32:3:0,Tempo,952381
32:3:20,Tempo,960000
32:3:40,Tempo,967742
32:3:60,Tempo,975610
32:3:80,Tempo,983607
32:3:100,Tempo,991736
32:3:120,Tempo,1000000
32:3:140,Tempo,1008403
32:3:160,Tempo,1016949
32:3:180,Tempo,1025641
32:3:200,Tempo,1034483
32:3:220,Tempo,1043478
32:3:240,Tempo,1052632
32:3:260,Tempo,1061947
32:3:280,Tempo,1071429
32:3:300,Tempo,1081081
32:3:320,Tempo,1090909
33:0:0,Tempo,926641
33:0:160,Tempo,891663
33:0:320,Tempo,912270
33:1:0,Tempo,891663
33:1:160,Tempo,919540
33:1:320,Tempo,956480
33:2:0,Tempo,926641
33:2:160,Tempo,891663
33:2:320,Tempo,919540
33:3:0,Tempo,891663
33:3:160,Tempo,919540
33:3:320,Tempo,956480
34:0:0,Tempo,926641
34:0:160,Tempo,869565
34:0:320,Tempo,912270
34:1:0,Tempo,891663
34:1:160,Tempo,919540
34:1:320,Tempo,956480
34:2:0,Tempo,926641
34:2:160,Tempo,891663
34:2:320,Tempo,919540
34:3:0,Tempo,891663
34:3:160,Tempo,919540
34:3:320,Tempo,956480
35:0:0,Tempo,926641
35:0:160,Tempo,891663
35:0:320,Tempo,912270
35:1:0,Tempo,891663
35:1:160,Tempo,919540
35:1:320,Tempo,956480
35:2:0,Tempo,960000
35:2:160,Tempo,923077
35:2:320,Tempo,960000
35:3:0,Tempo,916031
35:3:160,Tempo,960000
35:3:320,Tempo,1008403
36:0:0,Tempo,960000
36:0:160,Tempo,919540
36:0:320,Tempo,941324
36:1:320,Tempo,905387
36:2:0,Tempo,956480
36:2:80,Tempo,964320
36:2:120,Tempo,972132
36:2:160,Tempo,980232
36:2:200,Tempo,988305
36:2:240,Tempo,996678
36:2:280,Tempo,1005025
36:2:320,Tempo,1013685
36:2:360,Tempo,1022495
36:2:400,Tempo,1031282
36:2:440,Tempo,1040402
36:3:0,Tempo,1049501
36:3:320,Tempo,1118985
37:0:0,Tempo,956480
37:0:160,Tempo,898473
37:0:320,Tempo,933998
37:1:0,Tempo,863309
37:1:160,Tempo,926641
37:2:0,Tempo,875912
37:2:320,Tempo,933998
37:3:0,Tempo,909091
37:3:320,Tempo,944882
38:0:0,Tempo,898473
38:0:320,Tempo,933998
38:1:0,Tempo,869565
38:1:160,Tempo,926641
38:2:0,Tempo,905387
38:2:320,Tempo,933998
38:3:320,Tempo,1005025
39:0:0,Tempo,898473
39:0:320,Tempo,933998
39:1:0,Tempo,898473
39:1:160,Tempo,926641
39:1:360,Tempo,948917
39:2:0,Tempo,905387
39:3:20,Tempo,898473
39:3:60,Tempo,905387
39:3:80,Tempo,912270
39:3:100,Tempo,919540
39:3:140,Tempo,926641
39:3:160,Tempo,933998
39:3:180,Tempo,941324
39:3:200,Tempo,948917
40:0:0,Tempo,919540
40:0:320,Tempo,972132
40:1:0,Tempo,898473
40:1:20,Tempo,919540
40:1:160,Tempo,964320
40:3:0,Tempo,1081081
40:3:160,Tempo,933998
40:3:320,Tempo,964320
40:3:440,Tempo,980232
41:0:0,Tempo,941324
41:0:160,Tempo,919540
41:0:320,Tempo,941324
41:1:0,Tempo,905387
41:1:160,Tempo,919540
41:1:340,Tempo,948917
41:2:0,Tempo,919540
41:2:320,Tempo,898473
41:3:160,Tempo,919540
42:0:0,Tempo,941324
42:0:160,Tempo,919540
42:0:320,Tempo,941324
42:1:0,Tempo,905387
42:1:160,Tempo,919540
42:1:340,Tempo,948917
42:2:0,Tempo,919540
42:2:320,Tempo,898473
42:3:160,Tempo,919540
43:0:0,Tempo,941324
43:0:160,Tempo,919540
43:0:320,Tempo,941324
43:1:0,Tempo,905387
43:1:160,Tempo,919540
43:1:340,Tempo,948917
43:2:0,Tempo,919540
43:2:320,Tempo,898473
43:3:160,Tempo,919540
44:0:0,Tempo,941324
44:0:160,Tempo,919540
44:0:320,Tempo,941324
44:1:0,Tempo,905387
44:1:160,Tempo,919540
44:1:340,Tempo,948917
44:2:0,Tempo,919540
44:2:320,Tempo,898473
44:3:160,Tempo,919540
45:0:0,Tempo,898473
45:0:320,Tempo,933998
45:1:0,Tempo,898473
45:1:160,Tempo,926641
45:2:0,Tempo,905387
45:2:320,Tempo,933998
46:0:0,Tempo,898473
46:0:320,Tempo,933998
46:1:0,Tempo,898473
46:1:160,Tempo,926641
46:1:320,Tempo,964320
46:2:0,Tempo,919540
46:2:320,Tempo,933998
46:3:0,Tempo,898473
46:3:160,Tempo,919540
46:3:320,Tempo,1013685
47:0:0,Tempo,898473
47:0:320,Tempo,933998
47:1:0,Tempo,898473
47:1:160,Tempo,926641
47:2:0,Tempo,905387
47:2:320,Tempo,933998
47:3:160,Tempo,905387
47:3:320,Tempo,919540
48:0:0,Tempo,898473
48:0:320,Tempo,933998
48:1:0,Tempo,898473
48:1:160,Tempo,926641
48:2:0,Tempo,905387
48:2:320,Tempo,933998
48:3:160,Tempo,905387
48:3:320,Tempo,919540
49:0:0,Tempo,905387
49:0:320,Tempo,933998
49:1:160,Tempo,905387
49:1:320,Tempo,919540
49:2:0,Tempo,905387
49:2:320,Tempo,933998
49:3:0,Tempo,912270
49:3:160,Tempo,905387
49:3:320,Tempo,919540
50:0:0,Tempo,905387
50:0:160,Tempo,905387
50:0:320,Tempo,919540
50:2:0,Tempo,941324
50:3:0,Tempo,930233
50:3:40,Tempo,937500
50:3:60,Tempo,944882
50:3:100,Tempo,952381
50:3:120,Tempo,960000
50:3:160,Tempo,967742
50:3:180,Tempo,975610
50:3:220,Tempo,983607
50:3:240,Tempo,991736
50:3:280,Tempo,1000000
50:3:300,Tempo,1008403
50:3:320,Tempo,1052632
51:0:0,Tempo,926641
51:0:160,Tempo,863309
51:0:320,Tempo,912270
51:1:0,Tempo,891663
51:1:160,Tempo,919540
51:1:320,Tempo,956480
51:2:0,Tempo,926641
51:2:160,Tempo,891663
51:2:320,Tempo,919540
51:3:0,Tempo,891663
51:3:160,Tempo,919540
51:3:320,Tempo,956480
52:0:0,Tempo,926641
52:0:160,Tempo,891663
52:0:320,Tempo,912270
52:1:0,Tempo,891663
52:1:160,Tempo,919540
52:1:320,Tempo,956480
52:2:0,Tempo,926641
52:2:160,Tempo,891663
52:2:320,Tempo,952381
52:3:0,Tempo,909091
52:3:160,Tempo,944882
52:3:320,Tempo,1008403
53:0:0,Tempo,926641
53:0:160,Tempo,891663
53:0:320,Tempo,912270
53:1:0,Tempo,891663
53:1:160,Tempo,919540
53:1:320,Tempo,956480
53:2:0,Tempo,926641
53:2:160,Tempo,891663
53:2:320,Tempo,919540
53:3:0,Tempo,891663
53:3:160,Tempo,919540
53:3:320,Tempo,956480
54:0:160,Tempo,919540
54:0:320,Tempo,941324
54:1:320,Tempo,905387
54:2:20,Tempo,948917
54:2:100,Tempo,956480
54:2:180,Tempo,964320
54:2:260,Tempo,972132
54:2:280,Tempo,975610
54:2:300,Tempo,983607
54:2:320,Tempo,1000000
54:2:340,Tempo,1008403
54:2:360,Tempo,1025641
54:2:380,Tempo,1034483
54:2:400,Tempo,1052632
54:2:420,Tempo,1061947
54:2:440,Tempo,1081081
54:3:0,Tempo,991736
54:3:160,Tempo,1071429
54:3:320,Tempo,1142857
55:0:0,Tempo,898473
55:0:160,Tempo,857143
55:0:320,Tempo,933998
55:1:0,Tempo,875912
55:1:160,Tempo,926641
55:2:0,Tempo,882353
55:2:320,Tempo,933998
55:3:0,Tempo,909091
55:3:320,Tempo,967742
56:0:0,Tempo,898473
56:0:320,Tempo,933998
56:1:0,Tempo,898473
56:1:160,Tempo,926641
56:2:0,Tempo,905387
56:2:320,Tempo,933998
57:0:0,Tempo,898473
57:0:320,Tempo,933998
57:1:0,Tempo,898473
57:1:160,Tempo,926641
57:1:360,Tempo,948917
57:2:0,Tempo,905387
57:3:20,Tempo,898473
57:3:60,Tempo,905387
57:3:80,Tempo,912270
57:3:100,Tempo,919540
57:3:140,Tempo,926641
57:3:160,Tempo,933998
57:3:180,Tempo,941324
57:3:200,Tempo,948917
58:0:0,Tempo,926641
58:0:160,Tempo,891663
58:0:320,Tempo,912270
58:1:0,Tempo,891663
58:1:160,Tempo,919540
58:1:320,Tempo,933998
58:2:0,Tempo,926641
58:2:160,Tempo,891663
58:2:320,Tempo,878477
58:3:0,Tempo,891663
58:3:160,Tempo,919540
58:3:320,Tempo,956480
59:0:0,Tempo,926641
59:0:160,Tempo,891663
59:0:320,Tempo,912270
59:1:0,Tempo,891663
59:1:160,Tempo,919540
59:1:320,Tempo,933998
59:2:0,Tempo,926641
59:2:160,Tempo,891663
59:2:320,Tempo,878477
59:3:0,Tempo,891663
59:3:160,Tempo,919540
59:3:320,Tempo,956480
60:0:0,Tempo,926641
60:0:160,Tempo,891663
60:0:320,Tempo,912270
60:1:0,Tempo,891663
60:1:160,Tempo,919540
60:1:320,Tempo,933998
60:2:0,Tempo,926641
60:2:160,Tempo,891663
60:2:320,Tempo,878477
60:3:0,Tempo,891663
60:3:160,Tempo,912270
60:3:320,Tempo,926641
61:0:0,Tempo,926641
61:0:160,Tempo,891663
61:0:320,Tempo,912270
61:1:0,Tempo,891663
61:1:160,Tempo,919540
61:1:320,Tempo,933998
61:2:0,Tempo,919540
61:2:160,Tempo,926641
61:2:320,Tempo,1043478
61:3:0,Tempo,975610
61:3:320,Tempo,1052632
62:0:0,Tempo,960000
62:0:160,Tempo,891663
62:0:320,Tempo,912270
62:1:0,Tempo,869565
62:1:160,Tempo,919540
62:1:320,Tempo,956480
62:2:0,Tempo,926641
62:2:160,Tempo,891663
62:2:320,Tempo,919540
62:3:0,Tempo,891663
62:3:160,Tempo,919540
62:3:320,Tempo,956480
63:0:0,Tempo,944882
63:0:160,Tempo,875912
63:0:320,Tempo,888889
63:1:0,Tempo,875912
63:2:0,Tempo,888889
63:2:160,Tempo,937500
63:2:180,Tempo,944882
63:2:200,Tempo,952381
63:2:220,Tempo,960000
63:2:240,Tempo,975610
63:2:260,Tempo,983607
63:2:280,Tempo,991736
63:2:300,Tempo,1000000
63:2:320,Tempo,1016949
63:2:340,Tempo,1025641
63:2:360,Tempo,1034483
63:2:380,Tempo,1043478
63:2:400,Tempo,1061947
63:2:420,Tempo,1071429
63:2:440,Tempo,1081081
63:2:460,Tempo,1090909
63:3:0,Tempo,1111111
63:3:240,Tempo,1363636
64:0:0,Tempo,1140468
64:1:0,Tempo,975610
64:1:240,Tempo,1071429
64:2:0,Tempo,1000000
64:2:240,Tempo,1090909
64:3:0,Tempo,1016949
64:3:240,Tempo,1071429
65:0:0,Tempo,975610
65:0:160,Tempo,905387
65:0:320,Tempo,926641
65:1:0,Tempo,926641
65:1:160,Tempo,905387
65:1:320,Tempo,926641
65:2:0,Tempo,905387
65:2:160,Tempo,905387
65:2:320,Tempo,926641
66:0:0,Tempo,948917
66:0:320,Tempo,964320
66:1:320,Tempo,956480
66:2:0,Tempo,1071429
66:2:220,Tempo,1061947
66:2:260,Tempo,1071429
66:2:280,Tempo,1081081
66:2:300,Tempo,1090909
66:2:340,Tempo,1100917
66:2:360,Tempo,1111111
66:2:380,Tempo,1121495
66:2:420,Tempo,1132075
66:2:440,Tempo,1142857
66:2:460,Tempo,1153846
66:3:0,Tempo,1165049
66:3:20,Tempo,1176471
66:3:40,Tempo,1188119
66:3:60,Tempo,1200000
66:3:80,Tempo,1224490
66:3:100,Tempo,1237113
66:3:120,Tempo,1250000
66:3:140,Tempo,1263158
66:3:160,Tempo,1290323
66:3:180,Tempo,1304348
66:3:200,Tempo,1318681
66:3:220,Tempo,1333333
66:3:240,Tempo,1363636
66:3:260,Tempo,1379310
66:3:280,Tempo,1395349
66:3:300,Tempo,1428571
66:3:320,Tempo,2181818
67:0:0,Tempo,1162791
68:0:0,Tempo,926641
68:1:349,Tempo,937500
69:0:0,Tempo,1000000
